"source","question_id","outline_code","source_outline_code","correct_percent","subject","subtopic","key","path","pilot_question_status","has_finished_transform"
"foc_finished","22227","31010407","31010407",,"EVIDENCE","Refreshing recollection","C","C:\FOC\Workspace\Finished\CQ22227.md","transformed_exact_code","True"
"foc_qbank","14825","31010407","31010407","62","Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\14825.md","in_scope_exact_code","True"
"foc_qbank","17318","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\17318.md","in_scope_exact_code","False"
"foc_qbank","18076","31010407","31010407",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\18076.md","in_scope_exact_code","False"
"foc_qbank","18346","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\18346.md","in_scope_exact_code","False"
"foc_qbank","18991","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\18991.md","in_scope_exact_code","False"
"foc_qbank","19058","31010407","31010407",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\19058.md","in_scope_exact_code","False"
"foc_qbank","19415","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\19415.md","in_scope_exact_code","False"
"foc_qbank","19877","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\19877.md","in_scope_exact_code","False"
"foc_qbank","20139","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\20139.md","in_scope_exact_code","False"
"foc_qbank","20465","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\20465.md","in_scope_exact_code","False"
"foc_qbank","20635","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\20635.md","in_scope_exact_code","False"
"foc_qbank","21085","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\21085.md","in_scope_exact_code","False"
"foc_qbank","21162","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\21162.md","in_scope_exact_code","False"
"foc_qbank","21333","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\21333.md","in_scope_exact_code","False"
"foc_qbank","21512","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\21512.md","in_scope_exact_code","False"
"foc_qbank","21712","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\21712.md","in_scope_exact_code","False"
"foc_qbank","21728","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\21728.md","in_scope_exact_code","False"
"foc_qbank","22196","31010407","31010407",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\22196.md","in_scope_exact_code","False"
"foc_qbank","22208","31010407","31010407",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\22208.md","in_scope_exact_code","False"
"foc_qbank","22227","31010407","31010407",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\22227.md","in_scope_exact_code","True"
"foc_qbank","22242","31010407","31010407",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\22242.md","in_scope_exact_code","False"
"foc_finished","14765","31010503","31010503",,"EVIDENCE","Bias","B","C:\FOC\Workspace\Finished\CQ14765.md","transformed_exact_code","True"
"foc_finished","14826","31010503","31010503",,"EVIDENCE","Bias","C","C:\FOC\Workspace\Finished\CQ14826.md","transformed_exact_code","True"
"foc_finished","14830","31010503","31010503",,"EVIDENCE","Bias","C","C:\FOC\Workspace\Finished\CQ14830.md","transformed_exact_code","True"
"foc_finished","14840","31010503","31010503",,"EVIDENCE","Bias","C","C:\FOC\Workspace\Finished\CQ14840.md","transformed_exact_code","True"
"foc_finished","14852","31010503","31010503",,"EVIDENCE","Bias","C","C:\FOC\Workspace\Finished\CQ14852.md","transformed_exact_code","True"
"foc_qbank","14765","31010503","31010503","69","Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\14765.md","in_scope_exact_code","True"
"foc_qbank","14826","31010503","31010503","81","Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\14826.md","in_scope_exact_code","True"
"foc_qbank","14830","31010503","31010503","68","Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\14830.md","in_scope_exact_code","True"
"foc_qbank","14840","31010503","31010503","85","Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\14840.md","in_scope_exact_code","True"
"foc_qbank","14852","31010503","31010503","87","Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\14852.md","in_scope_exact_code","True"
"foc_qbank","17395","31010503","31010503",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\17395.md","in_scope_exact_code","False"
"foc_qbank","18092","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\18092.md","in_scope_exact_code","False"
"foc_qbank","18258","31010503","31010503",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\18258.md","in_scope_exact_code","False"
"foc_qbank","18816","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\18816.md","in_scope_exact_code","False"
"foc_qbank","18877","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\18877.md","in_scope_exact_code","False"
"foc_qbank","19093","31010503","31010503",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\19093.md","in_scope_exact_code","False"
"foc_qbank","19196","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\19196.md","in_scope_exact_code","False"
"foc_qbank","19204","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\19204.md","in_scope_exact_code","False"
"foc_qbank","19527","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\19527.md","in_scope_exact_code","False"
"foc_qbank","19645","31010503","31010503",,"Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\19645.md","in_scope_exact_code","False"
"foc_qbank","19750","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\19750.md","in_scope_exact_code","False"
"foc_qbank","19999","31010503","31010503",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\19999.md","in_scope_exact_code","False"
"foc_qbank","20002","31010503","31010503",,"Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\20002.md","in_scope_exact_code","False"
"foc_qbank","20452","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\20452.md","in_scope_exact_code","False"
"foc_qbank","20570","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\20570.md","in_scope_exact_code","False"
"foc_qbank","20790","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\20790.md","in_scope_exact_code","False"
"foc_qbank","20833","31010503","31010503",,"Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\20833.md","in_scope_exact_code","False"
"foc_qbank","20893","31010503","31010503",,"Evidence","Presentation of Evidence","A","C:\FOC\Workspace\QBank\20893.md","in_scope_exact_code","False"
"foc_qbank","20949","31010503","31010503",,"Evidence","Presentation of Evidence","B","C:\FOC\Workspace\QBank\20949.md","in_scope_exact_code","False"
"foc_qbank","20994","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\20994.md","in_scope_exact_code","False"
"foc_qbank","21215","31010503","31010503",,"Evidence","Presentation of Evidence","C","C:\FOC\Workspace\QBank\21215.md","in_scope_exact_code","False"
"foc_qbank","21457","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\21457.md","in_scope_exact_code","False"
"foc_qbank","21760","31010503","31010503",,"Evidence","Presentation of Evidence","D","C:\FOC\Workspace\QBank\21760.md","in_scope_exact_code","False"
"foc_finished","14872","32020302","32020302",,"EVIDENCE","Discretionary exclusion (undue prejudice, confusion, waste of time)","B","C:\FOC\Workspace\Finished\CQ14872.md","transformed_exact_code","True"
"foc_finished","14899","32020302","32020302",,"EVIDENCE","Discretionary exclusion (undue prejudice, confusion, waste of time)","C","C:\FOC\Workspace\Finished\CQ14899.md","transformed_exact_code","True"
"foc_finished","18503","32020302","32020302",,"EVIDENCE","Discretionary exclusion (undue prejudice, confusion, waste of time)","B","C:\FOC\Workspace\Finished\CQ18503.md","transformed_exact_code","True"
"foc_qbank","14872","32020302","32020302","64","Evidence","Relevancy and Excluding Relevant Evidence","D","C:\FOC\Workspace\QBank\14872.md","in_scope_exact_code","True"
"foc_qbank","14875","32020302","32020302","84","Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\14875.md","in_scope_exact_code","False"
"foc_qbank","14899","32020302","32020302","76","Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\14899.md","in_scope_exact_code","True"
"foc_qbank","17130","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\17130.md","in_scope_exact_code","False"
"foc_qbank","17323","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","D","C:\FOC\Workspace\QBank\17323.md","in_scope_exact_code","False"
"foc_qbank","17398","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\17398.md","in_scope_exact_code","False"
"foc_qbank","17506","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\17506.md","in_scope_exact_code","False"
"foc_qbank","18192","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\18192.md","in_scope_exact_code","False"
"foc_qbank","18343","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\18343.md","in_scope_exact_code","False"
"foc_qbank","18503","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\18503.md","in_scope_exact_code","True"
"foc_qbank","18665","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\18665.md","in_scope_exact_code","False"
"foc_qbank","19226","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\19226.md","in_scope_exact_code","False"
"foc_qbank","19236","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\19236.md","in_scope_exact_code","False"
"foc_qbank","19273","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","D","C:\FOC\Workspace\QBank\19273.md","in_scope_exact_code","False"
"foc_qbank","19809","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\19809.md","in_scope_exact_code","False"
"foc_qbank","20091","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\20091.md","in_scope_exact_code","False"
"foc_qbank","20181","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\20181.md","in_scope_exact_code","False"
"foc_qbank","20240","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","D","C:\FOC\Workspace\QBank\20240.md","in_scope_exact_code","False"
"foc_qbank","20457","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\20457.md","in_scope_exact_code","False"
"foc_qbank","20561","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\20561.md","in_scope_exact_code","False"
"foc_qbank","20783","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\20783.md","in_scope_exact_code","False"
"foc_qbank","20922","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\20922.md","in_scope_exact_code","False"
"foc_qbank","21110","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\21110.md","in_scope_exact_code","False"
"foc_qbank","22147","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","D","C:\FOC\Workspace\QBank\22147.md","in_scope_exact_code","False"
"foc_qbank","22209","32020302","32020302",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\22209.md","in_scope_exact_code","False"
"ccg_finished","14873","32020404","32020404",,"EVIDENCE","Character Evidence / Specific Acts for Noncharacter Purposes","B","C:\CCG\Finished\CQ14873.md","transformed_exact_code","True"
"ccg_finished","14896","32020404","32020404",,"EVIDENCE","Character Evidence — Other Crimes, Wrongs, or Acts","A","C:\CCG\Finished\CQ14896.md","transformed_exact_code","True"
"foc_finished","14873","32020404","32020404",,"EVIDENCE","Character Evidence / Specific Acts for Noncharacter Purposes","B","C:\FOC\Workspace\Finished\CQ14873.md","transformed_exact_code","True"
"foc_finished","14883","32020404","32020404",,"EVIDENCE","Specific acts for noncharacter purposes","B","C:\FOC\Workspace\Finished\CQ14883.md","transformed_exact_code","True"
"foc_finished","14896","32020404","32020404",,"EVIDENCE","Character Evidence — Other Crimes, Wrongs, or Acts","A","C:\FOC\Workspace\Finished\CQ14896.md","transformed_exact_code","True"
"foc_finished","19579","32020404","32020404",,"EVIDENCE","Specific acts for noncharacter purposes","B","C:\FOC\Workspace\Finished\CQ19579.md","transformed_exact_code","True"
"foc_finished","22231","32020404","32020404",,"EVIDENCE","General Provisions","C","C:\FOC\Workspace\Finished\CQ22231.md","transformed_exact_code","True"
"foc_qbank","14851","32020404","32020404","46","Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\14851.md","in_scope_exact_code","False"
"foc_qbank","14873","32020404","32020404","48","Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\14873.md","in_scope_exact_code","True"
"foc_qbank","14877","32020404","32020404","74","Evidence","Relevancy and Excluding Relevant Evidence","B","C:\FOC\Workspace\QBank\14877.md","in_scope_exact_code","False"
"foc_qbank","14883","32020404","32020404","60","Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\14883.md","in_scope_exact_code","True"
"foc_qbank","19579","32020404","32020404",,"Evidence","Relevancy and Excluding Relevant Evidence","C","C:\FOC\Workspace\QBank\19579.md","in_scope_exact_code","True"
"foc_qbank","21553","32020404","32020404",,"Evidence","Relevancy and Excluding Relevant Evidence","A","C:\FOC\Workspace\QBank\21553.md","in_scope_exact_code","False"
"foc_finished","14763","33040203","33040203",,"EVIDENCE","Notice letter offered for non-hearsay purpose","C","C:\FOC\Workspace\Finished\CQ14763.md","transformed_exact_code","True"
"foc_finished","14772","33040203","33040203",,"EVIDENCE","Statements used for non-hearsay purposes","C","C:\FOC\Workspace\Finished\CQ14772.md","transformed_exact_code","True"
"foc_finished","14778","33040203","33040203",,"EVIDENCE","Statements used for non-hearsay purposes","C","C:\FOC\Workspace\Finished\CQ14778.md","transformed_exact_code","True"
"foc_finished","14808","33040203","33040203",,"EVIDENCE","Statements used for non-hearsay purposes","C","C:\FOC\Workspace\Finished\CQ14808.md","transformed_exact_code","True"
"foc_qbank","14763","33040203","33040203","27","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14763.md","in_scope_exact_code","True"
"foc_qbank","14772","33040203","33040203","76","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14772.md","in_scope_exact_code","True"
"foc_qbank","14778","33040203","33040203","68","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14778.md","in_scope_exact_code","True"
"foc_qbank","14807","33040203","33040203","66","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14807.md","in_scope_exact_code","False"
"foc_qbank","14808","33040203","33040203","61","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14808.md","in_scope_exact_code","True"
"foc_qbank","17577","33040203","33040203",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17577.md","in_scope_exact_code","False"
"foc_qbank","17984","33040203","33040203",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17984.md","in_scope_exact_code","False"
"foc_qbank","18414","33040203","33040203",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\18414.md","in_scope_exact_code","False"
"foc_qbank","19797","33040203","33040203",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\19797.md","in_scope_exact_code","False"
"foc_qbank","20285","33040203","33040203",,"Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\20285.md","in_scope_exact_code","False"
"foc_finished","14767","33040301","33040301",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\Finished\CQ14767.md","transformed_exact_code","True"
"foc_finished","14777","33040301","33040301",,"EVIDENCE","Requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ14777.md","transformed_exact_code","True"
"foc_finished","14781","33040301","33040301",,"EVIDENCE","Requiring unavailability of declarant","D","C:\FOC\Workspace\Finished\CQ14781.md","transformed_exact_code","True"
"foc_finished","22198","33040301","33040301",,"EVIDENCE","Hearsay Exceptions (Requiring Unavailability)","C","C:\FOC\Workspace\Finished\CQ22198.md","transformed_exact_code","True"
"foc_finished","22215","33040301","33040301",,"EVIDENCE","Requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ22215.md","transformed_exact_code","True"
"foc_qbank","14757","33040301","33040301","17","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14757.md","in_scope_exact_code","False"
